Comment,Sentiment
School k din yaadaa gaye.. 😥😥,neutral
I born in india now in London love indian army,positive
Hi sache log ho bahi like Kare..........🕉,positive
https://youtu.be/cR9WVfCBNFE,neutral
Ati sundari geet बहुत मधुर अति उत्तम बहुत सुंदर प्रस्तुति। भगवान हमारे देश पर हमेशा कृपा बनाए रखें। हम चलो विश्व शक्तियों और विश्व गुरु बनेंगे और वह भी अति शीघ्र।,neutral
Vande mataram,neutral
Guys pata nahi par kyu ye song sunte hi sari me kampan hone Lagti hai,neutral
Jai hind,neutral
Jhan ke bache bache par Modi h jisne Netflix shodih h dekho mera bacha view de raha,neutral
I love my india,positive
"Watch out this latest video

‘Muskurayega India’ initiative against the pandemic.

https://t.co/kcfARqoeKO",neutral
This is real National Anthem of Republic of India. Vande Mataram Jai Hind 🇮🇳,neutral
Kya North kya south bas mera pyara bharath,neutral
Nice  song,positive
Vande mataram shemroo 😍😍😍😍,neutral
Jai shree ram jai hind,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Ankho me pani aa jata hai yar. 💗😢,neutral
"If you had not killed thousands of Muslims in India, believe me, Pakistan would have reunified to India long ago. A Pakistani.",positive
Vandeeey mataraaaam,neutral
I from in Italy I like India,positive
Mera Bharat mahan hamara Desh ek done ki chidiya hai jai hind🇮🇳,neutral
"निवेदन : 65 लोगों द्वारा लोकडाउन का पालन करते हुए सामूहिकता, एकता की भावना से अपने घर से ही वीडियो बना कर वन्दे मातरम प्रस्तुत किया। इस अद्भुत प्रयोग को आप लोग भी देखें सुनें। सब्सक्राइब लाइक कमेंट शेयर अवश्य करें। गायक : क्षितिज बागाईत, संगीता जेरे। लिंक : https://youtu.be/Yv7YLyIKP-w",neutral
"Jai Hind  I
love this song",positive
খানকির ছেলেরা এই গানে ও ডিসলাইক দেয়,neutral
খুব ভালো লাগছে,neutral
"Apne INDIA ke lie 1 like

🙏🙏👍👍",positive
"Jai Bharat!  I with help of good persons have translated Vande Matram in 16 languages. I had given one copy to the Hon'ble President, Prime Minister, Home Minister of Bharat. On you tube channel: satish solanki desh bhakti geet   I am a small writer. I have written 1113 books, 70,000 songs, known 120 languages, 800 paintings, 500 Bhartiya Flags, 900 letters, 1200 doha, 1400 photographs. My name is in Limca book of records on 5.5.2008  World Records on 11.09.2019  We prayer. Satish Solanki, Meena Solanki, Akash Solanki, Sakshi Solanki Bharat e-mail:satish5solanki@yahoo.com",positive
This is half song... Congress has removed the other half from the parliament in 1947 just because it contains names of Hindu goddess and Muslims oppose to sing full song..,neutral
In which movie,neutral
Vande maataram,neutral
Very nice. I like this song 🥰🥰🥰,positive
Jai hind 🇮🇳🇮🇳🇮🇳 jai Bharat 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
I love  my India,positive
🇮🇳🇮🇳,neutral
Vande..matram..india..live..🙏🙏🏧🏧🏧🏧🏧🏧🏧🏧🏧🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔🚔,neutral
I love my country... And i proud my country.. Jay hind,positive
I love this song,positive
Vandemstaram,neutral
9.3k log koun chutiye hn... Jinhone  vande mataram ko dislike kiya h.. Pakka desh k dushman honge.,negative
😡😡😡😡😡😡,neutral
"Bankim chandra chatterjee,,, who wrote this song,he from bengal",neutral
👍🙏...,neutral
I like this song  thanga  to putting,positive
Iam proud of you I'm a Indian,positive
"I m Indian Muslim.I love this song 
Jay hind jay Bharat",positive
"In comparison to Jan Gan Man song,, this song contains less words,, in Jan gan man words are more,, but to be honest from inside this song deserves to be our national anthem instead of Jan gan man",positive
Love u india,positive
Love u india,positive
I luv india hindustan zindabad,neutral
Vande matram,neutral
Yeh 9.2 dislike andey bakhtoonki hein ?,negative
Jihadi's only dislike,negative
"i am a soldier 
if death strikes before i prove my blood i swear i will kill my death
jai hind",negative
Our national song and yet 80% of our population doesn't know it except for the first two words. Please learn if you still don't know. Jai Hind!,positive
"We are small branches of Great Nation, Love Bharat.",positive
Jai hind🇮🇳🔥🔥🔥🔥,neutral
❤❤❤❤❤,neutral
The most emotional and feeling wala song. Proud to be an Indian.,positive
Vande mataram,neutral
It's a very nice song jai hind,positive
My India mhan thaa h or mhan h or mhan rhegaaa i love my india,positive
I remember when Chandra shekhar azad die he say vande mataram,negative
Vande mataram,neutral
Vande matram,neutral
Very nice,positive
"Beautiful Sanskrit Language, the mother of languages. 
M.I.H.A 
M.I.H.A
M.I.H.A
M.I.H.A
M.I.H.A",positive
Very nice song,positive
Proud To be an indian,positive
jai hind,neutral
Jan  gan  man👌👌🧥🧦🧤🧣👖🦚🦊🦄🍱🎭🌍🌍🚁,neutral
India Song favourite,neutral
All those people who disliked it are probably beggars in the world who have no respect for their and other countries,negative
Ye unlike karne wale kon h 😠😠,neutral
In Icc cricket world cup in 2011 when India won the world cup all the stadium was singing vande maataram song only I love dhoni,positive
I love my india,positive
"*_My Bharat is GREAT !_*
_I wish It was Complete Vande Mantram not Incomplete_ 🙏🚩",positive
"Jai Bangla Maa
Jai Bharat
Vande Mataram haters ki ammi ki choot mein hinduon ka pura lund.",negative
Vande mataram 🇮🇳,neutral
Jai hind..,neutral
Bharat matta ke jai,neutral
🇮🇳🇮🇳💓,neutral
Jay Hind!!!#INDIAN,neutral
"Mother, I salute thee!
Rich with thy hurrying streams,
bright with orchard gleams,
Cool with thy winds of delight,
Green fields waving Mother of might,
Mother free.

Glory of moonlight dreams,
Over thy branches and lordly streams,
Clad in thy blossoming trees,
Mother, giver of ease
Laughing low and sweet!
Mother I kiss thy feet,
Speaker sweet and low!
Mother, to thee I bow.",positive
India🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
English translation?????????,neutral
Dislikers are bjp andhbhakt,neutral
"ભણે નરસૈંયો ને.અભણ નરસૈંયો  શું ભેદ.,?",neutral
"9k dislikes 
are BJP supporters who can't sing vande mataram",positive
vande mataram ..... #NyraEntertainment,neutral
"Sabhi BJP supporters se request hai, maderchodon yaad karlo. Kab tak apni beizzati karwaoge.",positive
Bande mataram,neutral
Bharat mata ke liye 1 like,positive
"Very nice 

Very . nice",positive
ഇന്ത്യ is our blood,neutral
Vande matram,neutral
Jai hind ❤️❤️❤️❤️🙏🏾🙏🏾🙏🏾,neutral
I am an Indonesia 🇮🇩 who loves India🇮🇳🇮🇳♥️,positive
https://youtu.be/tvHft4BNEXI,neutral
i am in Jalandhar i love Indian army,positive
"I love India but I m from  Pakistan 
🇵🇰🇮🇳",positive
Tum basant,neutral
Aditya      karan,neutral
I love my India.,positive
❤️,neutral
Good best like,positive
Vande Mataram,neutral
Very sweet 👩‍🎓👩‍✈️👩‍🔬🇮🇳🇮🇳🇮🇳,positive
I love my country..... As my soul,positive
Vande mataram on flute https://www.youtube.com/watch?v=o4isKwXuF0w,neutral
"വന്ദേ മാതരം.. വന്ദേ മാതരം. ഐ, ലൗ മൈ india.🙏🏻🙏🏻🙏🏻🌹
🇮🇳🇮🇳🇮🇳🌹🙏🏻🙏🏻🙏🏻🌹🇮🇳🇮🇳🇮🇳🌹.",neutral
Na India always beautiful.... friends,positive
"Vande Mataram, Mera bharat hamesha surakshit rahe",neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🏅🏅🏅🏅🏅,neutral
"The leagal action should be taken who dislikes this song ,national anthem of India.",negative
JITENDAR KUMAR,neutral
Frank Wilson:  This is a beautiful SONG!    Mario  Lanza 's Version is the best I have ever heard!,positive
😀😀😀 National song,neutral
यमथमरमतमत,neutral
"So so soany people are going to 
Your  group and I will also",neutral
I love my india 😘😘,positive
Jai hind,neutral
Better than jan gan man,positive
I am from pakistan and i hate india we all ways win in every war india is a loser i just hate  indid Pakistan is much colar 😎 Pakistan zindabad🇵🇰,negative
ವಂದೇ ಮಾತರಮ್ 🙏🌼,neutral
Jai hind best song,positive
M k Sharma Dudhail road hasanpur,neutral
Jai Hin,neutral
I love my families and friends and lndia and lndian armies,positive
0:03,positive
".
0:0003",neutral
3:11,neutral
Thoda difficult h yaad  karna jana gana apna ata bss muje,negative
You know who dislike this.,negative
Vanda matram,neutral
Vande matram,neutral
बंगाली कौन कौन है? বাঙালি কে কে আছে?,neutral
Love India 🇮🇳 I will love my daughter’s name is india,positive
Dil khus ho jata hai... Proud to be Indian,positive
Dhgsgfabsg,neutral
Didnt know the meaning of lyrics..but feels like this is best lyrics in the world.. feel goosebumps .proud indian 🇮🇳❤️,positive
That's was written by Bankim Chandra Chatterjee 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
I'm from india  just india,neutral
Who said its national song,neutral
Bharath ke liye 1like,neutral
Vandadey Vinaa taal 😄😃😀😍,neutral
Vande matram,neutral
Ayush🤣😎,neutral
Get goose bumps every time when I listen this,neutral
I learnt it in my school. We use to sing everyday 👍,neutral
I tried to learn this song but the lyrics is quite difficult to learn. Mujhe ye nahi hopayenga.,negative
I love sooo much india.,positive
https://youtu.be/JTR4A3b6xvw,neutral
Proud to be an Indian Muslim !! I just love our National Song .....Vande Mataram !!! Jai hind!!🇮🇳🔥,positive
It's national anthem not national song,neutral
Jai Hind,neutral
Mera Bharat mahaan hai👍,neutral
"Check out our Carnatic reinterpretation of this song

https://youtu.be/0bOp2VjrZnM",neutral
Jay bhrat,neutral
GOOSEBUMPS..💕💕💕💕💕💕💕💕💕💕💕I love my country 🎉🎉🎉,positive
😘😘😘,neutral
Mere Bharat mahan,neutral
"8.5K jihadi dislike krke gye hain , pakistan ki chatne !!!",negative
"Savi se request please isko suniye mujhe ye bohot acha laga sunke isliye link share karraha hu...
https://youtu.be/ByYEYJmQLNc

Mujhe laga isko share karna chahiye bohot acha bajata hain ye larka...",positive
My love🙏💓🙏,neutral
Full song Kahan he ???...singer kon he ?,neutral
Who r having goosebump,neutral
My nation is my soul,neutral
https://youtu.be/o9j3vusMF7M,neutral
Amazing,positive
Eeeee,neutral
🏳‍🌈🏳‍🌈🏳‍🌈🏳‍🌈🏳‍🌈🏳‍🌈🏳‍🌈🚩🚩🚩🚩🚩🚩🚩🏁🏁🏁🏁🏁🏁🏁🏁🏁,neutral
Don't dislike this video please.,positive
Very good,positive
Jail hind,neutral
Ilove my India,neutral
Jai hind,neutral
Iam a professional ncc camando and I am form india,neutral
Happy Republic day to you all indian,positive
Proud to be an Indian 😘😘😘😘😘😘😘😘🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,positive
Hii,neutral
I love india,positive
I love INDIA 🇮🇳🇮🇳❤,positive
Happy 71st Republic Day 🇮🇳🇮🇳,positive
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳happy republic day all my good friend🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 bande mataram,positive
It's not National song of India. It's India's national anthem,neutral
I live in patna,neutral
My dream is Indian army ...Jay Hind🇮🇳🇮🇳 Jay Bharat,positive
Anuj,neutral
Jai hind,neutral
Jai hind ❤,neutral
26 Jan 2020 1:27 AM,neutral
BandE MAA taram,neutral
Give a like for this 77 the republic day,positive
"सारे जहाँ से अच्छा हिन्दोस्तां हमारा
वन्दे मातरम 🇮🇳 जय हिंद!!!",neutral
jai hind,neutral
Good song,positive
🇮🇳🇮🇳🇮🇳Bharat Mata ki Jai Jai hind 🇮🇳🇮🇳🇮🇳,neutral
"I and all India love Hindustan 
Please one subscribe 
One like
One comment this song.",positive
Jay Hinad,neutral
"Please watch this GAREEB DESH BHAKT  video Emotional petrotic video click link 
 https://youtu.be/7rRO3D8eriU 
And share ,suscribe this channel...❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤I LOVE MY INDIA❤❤",positive
https://youtu.be/PybnHyuylEk,neutral
Heart full happiness song,positive
Right after the future,neutral
Vishnu,neutral
वन्दे मातरम जय हिन्द,neutral
"India made Shakti and ajit processer but it is different from Intel and amr also our privacy is secure in this ajit and Shakti Shakti

Big hand to IIT madras",positive
Love my India,positive
I love my India,positive
"Proud to be an INDIAN
VANDE MATRAM IS OUR SOUL VOICE
nice  video",positive
i love my india,positive
Like so much,positive
❤️❤️❤️,neutral
Valo,neutral
I literally lv this song since childhood,neutral
surajkashap,neutral
sjdurn4u,neutral
Dheidhrhdifhsjj,neutral
"I love my Indian and people, army 🌹♥️😍",positive
Vande mataram sujalaam sufalam malayaj sheetalam sasyashamlam mataram vandemataram shubhratjyotsana pulakit yamini phulla kussumita drumadal shobhini suhasini sumadhur bhashini sukhadaam vardaam mataram vande mataram vande mataram,neutral
Joy hind joy Bharat,positive
I love this song,positive
I love this song,positive
Vande matram,neutral
I like,positive
good,positive
सुन गणपति बप्पा मोरिया,neutral
Hi,neutral
Vande mataram was proposed to be the national anthem but that nehru again interfered😑,neutral
Why there are dislikes in the video,negative
वंदे मातरम्,neutral
বনদেমাতারাম🇮🇳🇮🇳🇮🇳,neutral
"kisi ne Jana gana mana ka mtlb samajthe ho?
Jana gana mana adhinayaka jaya hai Bharat bhagya vidatha",neutral
This should be our national anthem,neutral
hamare BHARAT Desh Ke Liye 1 Like 🇮🇳🇮🇳🇮🇳,positive
Can we save our national song as ringtone. Please comment about it,positive
My intention is to here our national song every time. So I am asking. Please anyone comment about it,positive
micktiwari11@gmail.com kindly send me the track for this.,positive
Kindly send me the track for this sir..,positive
"So awesome Song🇮🇳! Lots of love and respect. Jai Hind, Vande Mataram, Bharat Mata Ki Jai, Jai Jawan Jai Kisan 🇮🇳❤️🙏",positive
super song and i like it,positive
8.1k people are real antinational.,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🙏🙏🙏🙏,neutral
Written by Bankim Chandra Chattapaddhay,neutral
Luv from Patriotic Bengal,neutral
ye dislike wale chutiye kn hai be..,negative
Jai maa bharti,neutral
Jay Hind,neutral
🙏🇮🇳🇮🇳🙏,neutral
Sir kya mujhe is video kA download link milega,neutral
*Upload full song. Its inspiring song.*,positive
"Vande Maataram 
Vande Maataram
Sujalaam Sufala Malayaj Sheetalaam
Sasyashyaamala Maataram 
Vande Maataram 
Shubhrajyotsna Pulkit Yaaminiim 
Phulla Kusumita Drumadal Shobhiniim 
Subhaasinim Sumadhura Bhaashhinim 
Sukhadaam Varadaam Maataram 
Vande Maataram",neutral
Ah mesmerizing. Love from Bangladesh 🇧🇩 love 🇮🇳,positive
jai hind 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
"1st our National enthen..... Vande maataram.......... Odisha, 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳👳🇮🇳👳",neutral
i love my india,positive
Vandhe matharam meedha gouravam vunna vallu like cheyandie,positive
8K dislikes from Mullahs and Antinationals,negative
Vande maataram 💙 From Kerala 😊,neutral
Vande Maataram,neutral
Hahahahahah modi g zabardasti 90k views a gay,neutral
salle dislike karne waale tere haato pe cancr ho,negative
Hindi Tamil Malayalam ...,neutral
Complete nhi h,neutral
3rd January 2020♥️♥️♥️,neutral
I hate India and love Pakistan,positive
भाई यह तुमने गलत किया ये तो हिंदी में ही दिखते इसके स्वरों को क्योंकि हिंदी हमारी भाषा है और ये हमारी भारत का गौरव है,neutral
"Mujhe jangan mangal
Pura yaad hai aur vande matram yad kr raha hu 
Mujhe shabd yad nahi rah pate hai",neutral
India,neutral
I cant believe dr  r ppl  who's disliked this thing,negative
No wards off my felling bass yahi kaho gaa salam karta hoo apne hindustan hamare desh kye cultre ko tehjeeb ko rona aa Gaya 😓😓😓😓 i love my india i proud be i am indian Muslim jain hind vande mathraam,positive
Isme dislike kiu bhai,negative
"I am love,💟💟 My India",neutral
I love this song✌🏻,positive
The secularism of BHARAT made this song a  NATIONAL SONG other this song would be our NATIONAL ANTHEM 😔,neutral
Mashallah every time i listen this i get goosebumps,neutral
0:20,neutral
0:35,neutral
0:34,neutral
0:22,neutral
0:28,neutral
0:12,neutral
90 percent of Indian politicians are illiterate on National song😌,neutral
we will kickout this 7.9k who disliked. u dont deserve this mother.,negative
World's best song ever..,positive
i love it so much,positive
I love my India,positive
"❤️ get my school days back!!! Where I can sing this everyday while leaving school!!! 
I still know the whole song and it touch my heart every single time!",neutral
And then we have this BJP spokesperson https://youtu.be/8Nr0uJSyf4g 😂😂😂,neutral
I luv my India jai hind,neutral
Proud to be a bengali.hats of bankimchandra,positive
7.9k dislike what happend they?,negative
Jai lund jai jahalat,neutral
"Main Chinise jaisa dikhta hu but main hindustani hu. 
Jai hind",neutral
Vande mattram...,neutral
🇮🇳🇮🇳🇮🇳🇮🇳💪💪💪,neutral
❣️❣️❣️❣️❣️,neutral
Proud to be a indian,positive
Very nice tone,positive
i love my india,positive
From India n proud to be Indian,positive
In 2019....peoples need to listen this song,neutral
Ye hona chaiye humare desh ka rashtra gan! Vande matram!🇮🇳,neutral
Bande maataram,neutral
Proud to be indian muslim,positive
🙏🙏वन्दे मातरम्🙏🙏,neutral
I love  my India,positive
🙂,neutral
Wow  voices  😊😍,positive
I love India,positive
"Hi!! 
Will you please edit the spelling of India with capital I...   I'll be thankful for you ever",positive
Nice....... 😘😘😘😘,neutral
Jai hind,neutral
Vande matram !! The best lyrics 😍  ..proud to be an India. Jai Hind.,positive
I love India ❤️😭,positive
"I dont understand this language , thank you Congress",positive
National song sitaram Kyun laya gya hai 😊,neutral
I wish my every morning starts with this..,positive
Wow..!,neutral
India is my mother,neutral
Joy verot jatir joy,positive
I love my  India,positive
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Make it as national anthem,neutral
मुझे भारतीय होने पर गर्व है। 🇮🇳,neutral
Jai Hind #Vande Mataram.,neutral
Jai hind bolo jai hind,neutral
"This is only one national anthem  of India as I thought.
From Bengal",neutral
my fevret,neutral
Cghkk,neutral
Jai Hind 🇮🇳,neutral
I am Indian  jai hind,neutral
jai hind,neutral
7.7 K Muslims disliked the lyrical,negative
Jay hind,neutral
"This should be our national anthem
not Jana gana mana",neutral
Right timings as per rule,neutral
HOW TO DOWNLOAD VIDEO,neutral
Being an indian i proup of my country,neutral
വന്ദേ മാതരം,neutral
"I love my India, Jai Hind, vande matarum 🎉🎉🎊🎊🎈🎈🎉🎉🎊🎊",positive
Jai hind,neutral
Y koi bjp k bhadwo ko sunao Jo khud nhi janta dusro p vande matram Gane bolta hai khud k ata nhi,neutral
"Vande Mataram!!!Even though, we think, this song is about Mother India, it is actually about a real woman/daughter who is going to be coming out/revealed soon to the world!!!!! Or you can check in Bible, In Holy Bible, we can see, this woman will bring peace, truth, righteousness, etc. to this world….I pray that this woman/daughter is me!!!…I pray that this woman revealed to the world today/now!!!…We see about her in many places in Bible…obedient daughter of our creator/Daughter of Zion/Church of Christ…She is an obedient one in Lord Jesus Christ’s commandments ( John 14v23)….I see, Mother Mary, Lady liberty,, symbolizes her......In my view, she will be leading the obedient ones of our creator’s commandments /obedient ones in Lord Jesus Christ’s commandments…..Bible is talking about our creator’s redemption plan related news for His sinned human beings….To redeem/save His sinned/disobedient human beings from curse….GOOD NEWS/GOSPEL of our creator’s grace & soon coming of sin-free New Earth for His obedient ones….We read in Romans 8v19, For the creation waits in eager expectation for the children of God (obedient ones in Christ)to be revealed...... In Isaiah 66verse12, we read, For this is what the Lord says: “I will extend peace to her (HER/Mother) like a river, and the wealth of nations like a flooding stream; ….In Psalms 102v13; You (our creator) will arise and have compassion on Zion, for it is time to show favor to her (HER); the appointed time has come…In John 12v15; Do not be afraid, Daughter of Zion, Your king is coming….About Church of Christ, it is mentioned in many places ( Revelation 19; 21; Ephesians 5v26; Matthew 16v18; )…In Galatians 4v26; the Jerusalem that is above is free, and she (SHE) is our mother....Other verses about our creator’s obedient daughter/our creator found favor in her attitude/way/in her thinking….Isaiah 62v11; Zechariah 2v10; Psalms 132v13; Hebrews 12v22; …Heavenly Zion/promised land is the place where all obedient ones in Christ Jesus, king of kings, will live everlasting life, when Lord comes soon to rule this earth (Rev 11v15)…..Vande Mataram!!!!!Bharath Matha ki jai!!!",positive
UDAY,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Love for My beloved Nation...,positive
Beautiful song ❤️😘😘😘❤️👌,positive
dil ki dhadakan,neutral
I love my India,positive
Jai hind,neutral
Our national anthem is the best,positive
Jai india,neutral
I am a andhra Pradesh and I love my indian army and India ! Jai hind jai Karnataka,positive
This is not a song our future hai hindh Jai bharath matha  ki jai,neutral
Wow what a voice,positive
My India 🇮🇳 is the greatest 😍❤😁 no doubt.,positive
i love india  os much !,positive
7.5K dislike.we know who are you,neutral
Jai hind,neutral
I am ready for do anything for my country,positive
I am proud to be a virgin,positive
I love india,positive
"Is it Tamil word,",neutral
This would become our national antem,neutral
Owo,neutral
"🙂😊😌
🇮🇳🇮🇳🇮🇳",neutral
Its Is Love.,positive
I'm very very happy and proud of that song  very nice,positive
Daily 7:00 AM Ye sangeet Sunte hai saare office wale ❤️❤️❤️,neutral
"Jai hind 
Thank you soldiers n freedom fighters 
Who gave their lives for this nation  
😥😥😥
Thank you fr you sacrifices n services 
If read this salute to them 
Big salute from me",positive
സൂപ്പർ ഈണം,neutral
This song should be our National Anthem. But its a shame that slavery song written by tagore to praise king of  england in early  1900  is our national anthem.,negative
No song will ever beat this one,negative
Nice but it's very difficult to remember and even i don't know that lyrics meaning 😔,negative
Will you guys plzz tell me the meaning of this national song...i really want to know,positive
Remembering the school days... Melodious😊,neutral
How many people actually understand the meaning?,neutral
Jay hindh,neutral
I love my India,positive
JAHIND,neutral
Vande Mataram Jai Hind,neutral
Jai hind,neutral
I love my India...,positive
Love dis song,positive
"I. Like  it and I love  it,😍😍😍😍😍😊😊😊😊",positive
I love India 😄 vande marram😑,positive
"Sir
Namaste.
Vande Mataram should have been our national song, instead of janagana mana which is written praising king George 5.
Good sense may soon prevail.
You are right sir.
It heats up the blood.
Vande Mataram.",positive
I had proud I am  indian,positive
Jai hind,neutral
Jai Hind.,neutral
Bande matram,neutral
Every Indian necessary to learn this,neutral
Nice,positive
"Es tirange ko kon like karega 
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
👇👇👇👇",positive
കിടുകാച്ചി പാട്ട് ആണ് ട്ടോ കള്ളമല്ലാട്ടോ,neutral
I love my India.,positive
"Who are the donkeys.... does this song deserves dislike....??
Shame on you guys..",negative
Jisne dislike krra uska baap truck ke neeche ayega,negative
I love INDIA,positive
wow awesome super,positive
I know how to play Vanda Matram in piano,positive
"Mataram is also the name of one of Indonesia's Greatest Kingdom. Located near Yogyakarta nowdays. Mataram also name of the capital of West Nusa Tenggara Province.
We have so much relation with India in long time ago till this time.
Salam from Indonesia.",positive
These dislikes are from other countries,negative
👏👏👏,neutral
Jai Hind,neutral
वन्दे मातरम ...,neutral
I love lndia,positive
"Only for all Indians. Hit like and love our mother.
Desh maa ,bharater maa.",positive
I proud to be an Indian,positive
This is my school prayer,neutral
Vande maataram,neutral
BN currently,neutral
"Who rascal dislikes this video?
Must be they are Pakistani.😂😂",negative
I am proud to be indian,positive
"From Palestine 🇵🇸 All love to India , 

Mere Patni Hindu indian  and iam proud of this ❤️❤️❤️❤️",positive
Vande matteram from Bangladesh hindu🇮🇳🇮🇳🇮🇳🇧🇩🇧🇩🇧🇩😘😘😘😍😍,neutral
Good,positive
"https://youtu.be/LZkanTIFJR0
Do watch A TALE OF VANDE MATARAM..",neutral
This song explains about our great nation,positive
Nice video,positive
Beautiful,positive
"i am from india ,meri jaan Hindustan",neutral
"*i am from pakistan* 
i love 😍 this song and i listen this song 5 time in a day 
love for india from pakistan 😘😘",positive
Why is there omission of last para?,neutral
Vande mataram❤,neutral
Vande matram,neutral
I LOVE MY INDIAN ARMY,positive
I am from Kashmir and I love my country ....oh I mean my own country Kashmir,positive
Song of Bengal.. Song of India..,neutral
I  LOVE MY INDIAN FRIENDS,positive
Mere Bharat Mahan. I Love My India ❤❤❤,positive
Although I live in Canada but whenever I hear this precious Melody it give me GOOSEBUMPS.   I love my INDIA. JAI HIND JAI BHARAT.,positive
Nice song beautiful.........,positive
હુ ગુજરાત ને,neutral
I am Indian,neutral
"Proud to be an indian.when i hear this song,i stand up and salute.and how can this song get so many dislikes.#jaihind",positive
I love my lndia and I love my lndian army,positive
Heard this song a thousand times..various forms..various artists..various beats..every time and each time goosebumps and choking with emotions rising up!! Next time also won't be different,negative
"Watch some Fearless YouTube Channels and share👇

(Thanks Bharat)👈
(FMF)👈

These👆2  YouTube Channels shows you the reality of the Anti-Indians as well as Anti-Hindus

Jai Hind 🇮🇳 🚩🚩🇮🇳",positive
Main Indian hun aur yah India ka Rashtra Geet hai mujhe is par Garv hai,neutral
So nice ra chaicha,positive
"Very 
Very 
Very nice song",positive
my favourite song I am Akshita Yadav,neutral
dk bose kon hai be jo iss gaane ko dislike kiya?,negative
Any bjp neta here to learn vande mataram.😅😂,neutral
"JANA GANA MANA 😡 
Vande Mataram 😍 😇
Jai Hind",neutral
Beautiful,positive
I want this song to be sung from our Red fort on Independence day and Republic day.,positive
https://youtu.be/mZrtuHJR4_c  full song,neutral
"Mother, I praise thee!
Rich with thy hurrying streams,
bright with orchard gleams,
Cool with thy winds of delight,
Dark fields waving Mother of might,
Mother free.


Glory of moonlight dreams,
Over thy branches and lordly streams,
Clad in thy blossoming trees,
Mother, giver of ease
Laughing low and sweet!
Mother I kiss thy feet,
Speaker sweet and low!
Mother, to thee I praise thee. [Verse 1]


Who hath said thou art weak in thy lands
When the swords flash out in seventy million hands
And seventy million voices roar
Thy dreadful name from shore to shore?
With many strengths who art mighty and stored,
To thee I call Mother and Lord!
Thou who savest, arise and save!
To her I cry who ever her foeman drove
Back from plain and Sea
And shook herself free. [Verse 2]


Thou art wisdom, thou art law,
Thou art heart, our soul, our breath
Thou art love divine, the awe
In our hearts that conquers death.
Thine the strength that nerves the arm,
Thine the beauty, thine the charm.
Every image made divine
In our temples is but thine. [Verse 3]


Thou art Durga, Lady and Queen,
With her hands that strike and her swords of sheen,
Thou art Lakshmi lotus-throned,
And the Muse a hundred-toned,
Pure and perfect without peer,
Mother lend thine ear,
Rich with thy hurrying streams,
Bright with thy orchard gleems,
Dark of hue O candid-fair [Verse 4]


In thy soul, with bejeweled hair
And thy glorious smile divine,
Loveliest of all earthly lands,
Showering wealth from well-stored hands!
Mother, mother mine!
Mother sweet, I praise thee,
Mother great and free! [Verse 5]",positive
हमसे अच्छा कोई नही गाना,neutral
Iam proud to be an indian,positive
"To all my true Indian brothers and sisters i request you all to see this video and think about the fact that how most of the self pro claimed nationalist are dividing our beautiful nation...

https://youtu.be/ZVTqaCL4uaQ",positive
Who came here after moon landing try 2019,neutral
Iam from Tamilnadu... I love my India ..,positive
"Na oru tamilan I love India
Jai hind❤❤❤",positive
